index 1,index 2,ID 1,ID 2,correlation,distance (km)
774,3133,pages2k_2402,FE23_northamerica_usa_co586,0.9949546357141109,4.672265454609224
781,1437,pages2k_2430,FE23_northamerica_canada_cana113,0.9587868003899693,6.064758659430112
792,3930,pages2k_2473,FE23_northamerica_usa_wy022,0.9992211339017575,0.0
799,800,pages2k_2500,pages2k_2502,1.0,0.0
804,4517,pages2k_2510,iso2k_1626,1.0,0.0
806,4479,pages2k_2514,iso2k_1467,1.0,0.0
808,4420,pages2k_2517,iso2k_1130,0.9999999999999999,0.0
813,4508,pages2k_2534,iso2k_1575,0.9999999992322688,0.13150147578139737
815,4581,pages2k_2538,iso2k_1862,0.999999999661364,0.5755880921999212
822,1417,pages2k_2561,FE23_northamerica_canada_cana094,0.9860766198395492,4.317456281074108
828,830,pages2k_2592,pages2k_2596,1.0,0.0
829,831,pages2k_2595,pages2k_2599,1.0,0.0
834,835,pages2k_2604,pages2k_2606,0.9999999999998915,0.0
834,4484,pages2k_2604,iso2k_1481,0.9999999999774063,0.5335020039767102
835,4484,pages2k_2606,iso2k_1481,0.999999999977323,0.5335020039767102
836,837,pages2k_2607,pages2k_2609,0.9993063378972388,0.0
836,839,pages2k_2607,pages2k_2612,0.9993063378972388,0.0
837,839,pages2k_2609,pages2k_2612,1.0,0.0
840,4480,pages2k_2613,iso2k_1470,1.0,0.0
842,4507,pages2k_2617,iso2k_1573,1.0,0.0
850,3229,pages2k_2634,FE23_northamerica_usa_id013,0.9748413733893866,1.8532231170311824
856,2604,pages2k_2660,FE23_northamerica_usa_ak014,0.9947190610483321,5.559669351093426
861,3931,pages2k_2677,FE23_northamerica_usa_wy023,0.9789527632198499,4.556051501980059
867,2683,pages2k_2703,FE23_northamerica_usa_ak094,0.9838935021941124,5.851894956811684
873,1546,pages2k_2722,FE23_northamerica_canada_cana238,0.9997808243683045,3.5216567655985758
881,4534,pages2k_2750,iso2k_1708,0.9999999999987222,0.3070428433390891
882,883,pages2k_2752,pages2k_2755,0.9994757834201398,0.0
882,885,pages2k_2752,pages2k_2759,0.9994757834201398,0.0
883,885,pages2k_2755,pages2k_2759,1.0,0.0
900,901,pages2k_2793,pages2k_2795,0.9980751700561887,0.0
901,903,pages2k_2795,pages2k_2798,0.9808797757205986,0.0
902,903,pages2k_2796,pages2k_2798,0.9982162224217608,0.0
913,2213,pages2k_2830,FE23_northamerica_mexico_mexi020,0.9991748202674907,3.706446234062073
916,3859,pages2k_2843,FE23_northamerica_usa_wa083,0.9826298673983576,2.4462606401401104
931,932,pages2k_2899,pages2k_2901,0.9999406235904933,0.0
933,934,pages2k_2904,pages2k_2906,0.9975794070998795,0.0
940,2978,pages2k_2922,FE23_northamerica_usa_ca603,0.957962036670777,3.4621315803107966
949,4307,pages2k_2953,iso2k_573,0.9999999999999999,0.0
951,2233,pages2k_2959,FE23_northamerica_mexico_mexi043,0.9950845780658646,3.7064462340624265
956,3224,pages2k_2976,FE23_northamerica_usa_id008,0.9998526831248677,3.9402844249478353
962,3595,pages2k_3002,FE23_northamerica_usa_or043,0.991561064546057,4.326745645368244
969,970,pages2k_3028,pages2k_3030,0.9996177606042984,0.0
969,972,pages2k_3028,pages2k_3033,0.9996177606042984,0.0
970,972,pages2k_3030,pages2k_3033,1.0,0.0
974,3370,pages2k_3038,FE23_northamerica_usa_mt108,0.9782486241361592,6.131312678586471
981,4327,pages2k_3064,iso2k_698,1.0,0.0
982,4143,pages2k_3068,ch2k_ZI14IFR02_522,1.0,1.1668761630139568
982,4144,pages2k_3068,ch2k_ZI14IFR02_524,1.0,1.1668761630139568
987,4000,pages2k_3085,ch2k_KU00NIN01_150,1.0,0.0
987,4499,pages2k_3085,iso2k_1554,1.0,0.0
987,4500,pages2k_3085,iso2k_1556,0.9995653924115724,0.0
994,3101,pages2k_3107,FE23_northamerica_usa_co552,0.9441889459422474,1.4626835452261282
995,3101,pages2k_3108,FE23_northamerica_usa_co552,0.9121185067546479,1.4626835452261282
1001,3997,pages2k_3132,ch2k_QU06RAB01_144,0.9998939017468722,1.3265164823622553
1001,4453,pages2k_3132,iso2k_1311,0.9999999891930905,0.0
1002,3998,pages2k_3134,ch2k_QU06RAB01_146,0.9999849183468115,1.3265164823622553
1014,2351,pages2k_3170,FE23_australia_newz062,0.989769537189296,0.4672268985752102
1017,2647,pages2k_3179,FE23_northamerica_usa_ak057,0.9986759093327194,1.8527989414495474
1019,1020,pages2k_3188,pages2k_3191,0.999688231485937,0.0
1021,2247,pages2k_3196,FE23_asia_mong011,0.9999999797688458,2.4341761943752602
1024,4539,pages2k_3202,iso2k_1727,0.9999999999999999,0.0
1033,1034,pages2k_3234,pages2k_3236,0.9992445070124597,0.0
1033,1036,pages2k_3234,pages2k_3239,0.9992445070124597,0.0
1034,1036,pages2k_3236,pages2k_3239,1.0,0.0
1039,4166,pages2k_3243,iso2k_0,0.9999999999999998,2.634776316918305
1046,4440,pages2k_3263,iso2k_1264,0.9999999999999999,0.0
1048,4096,pages2k_3266,ch2k_GO12SBV01_396,0.9999273362756578,3.209089318097252
1048,4365,pages2k_3266,iso2k_870,0.999999992571119,0.0
1063,4244,pages2k_3307,iso2k_339,1.0,0.0
1065,2936,pages2k_3313,FE23_northamerica_usa_ca560,0.9971426205961806,4.3933357623831375
1071,1073,pages2k_3337,pages2k_3342,1.0,0.0
1077,4128,pages2k_3352,ch2k_ZI14TUR01_480,1.0,0.0
1077,4129,pages2k_3352,ch2k_ZI14TUR01_482,1.0,0.0
1077,4239,pages2k_3352,iso2k_302,0.9999999994579302,0.0
