"dating_id","entity_id","date_type","depth_dating","dating_thickness","lab_num","material_dated","min_weight","max_weight","uncorr_age","uncorr_age_uncert_pos","uncorr_age_uncert_neg","14C_correction","calib_used","date_used","238U_content","238U_uncertainty","232Th_content","232Th_uncertainty","230Th_content","230Th_uncertainty","230Th_232Th_ratio","230Th_232Th_ratio_uncertainty","230Th_238U_activity","230Th_238U_activity_uncertainty","234U_238U_activity","234U_238U_activity_uncertainty","ini_230Th_232Th_ratio","ini_230Th_232Th_ratio_uncertainty","decay_constant","corr_age","corr_age_uncert_pos","corr_age_uncert_neg","date_used_lin_interp","date_used_lin_reg","date_used_Bchron","date_used_Bacon","date_used_OxCal","date_used_copRa","date_used_StalAge"
12231,688,"MC-ICP-MS U/Th",1308,NA,"So6-M9","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",72.2,0.1,70,1,NA,NA,6648.526286,138.0829257,2.12,0.004,2.7212,0.0029,0.814430125,0.407215062,"Cheng et al. 2000",132870,460,460,"yes","yes","yes",NA,NA,"yes","yes"
12232,688,"MC-ICP-MS U/Th",1354,NA,"So6-M10","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",92.9,0.1,43,1,NA,NA,13922.68299,308.1877632,2.1,0.003,2.6859,0.0026,0.814430125,0.407215062,"Cheng et al. 2000",133550,421,421,"yes","yes","yes",NA,NA,"yes","yes"
12233,689,"MC-ICP-MS U/Th",10,NA,"So14B-1","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",201.2,0.2,539,11,NA,NA,2425.150795,49.05090525,2.13,0.005,1.8283,0.0028,0.814430125,0.407215062,"Cheng et al. 2000",483000,14000,14000,"yes",NA,"yes","yes",NA,"yes",NA
12234,689,"Event; hiatus",197.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"yes","yes",NA,"yes",NA
12235,689,"MC-ICP-MS U/Th",201,NA,"So14B-5","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",346.8,0.4,210,4,NA,NA,9376.311911,190.2804928,1.86,0.003,1.6208,0.0025,0.814430125,0.407215062,"Cheng et al. 2000",552000,20000,20000,"yes",NA,"yes","yes",NA,"yes",NA
12236,689,"MC-ICP-MS U/Th",490,NA,"So14B-7","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",304.5,0.3,587,12,NA,NA,2553.793735,51.27207832,1.61,0.003,1.4415,0.0023,0.814430125,0.407215062,"Cheng et al. 2000",557000,24000,24000,"yes",NA,"yes","yes",NA,"yes",NA
12237,689,"MC-ICP-MS U/Th",779,NA,"So14B-8","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",327.2,0.4,67,1,NA,NA,23853.36268,511.4250989,1.6,0.003,1.4286,0.0022,0.814430125,0.407215062,"Cheng et al. 2000",581000,29000,29000,"yes",NA,"yes","yes",NA,"yes",NA
12238,689,"MC-ICP-MS U/Th",1488,NA,"So14B-3","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",594.2,0.6,126,3,NA,NA,19446.55531,404.4385961,1.35,0.002,1.2474,0.0016,0.814430125,0.407215062,"Cheng et al. 2000",628000,44000,44000,"yes",NA,"yes","yes",NA,"yes",NA
12239,326,"U/Th unspecified",56,NA,NA,"calcite",NA,NA,822,57,57,NA,NA,"yes",NA,NA,NA,NA,NA,NA,7.1,NA,0.009,0.001,1.155,0.003,NA,NA,"unknown",598,182,182,"yes",NA,"yes",NA,NA,"yes",NA
12240,326,"U/Th unspecified",168,NA,NA,"calcite",NA,NA,6038,76,76,NA,NA,"yes",NA,NA,NA,NA,NA,NA,7.7,NA,0.064,0.001,1.185,0.003,NA,NA,"unknown",4831,1167,1167,"yes",NA,"yes",NA,NA,"yes",NA
12241,326,"U/Th unspecified",197,NA,NA,"calcite",NA,NA,9752,127,127,NA,NA,"yes",221,NA,NA,NA,NA,NA,17.6,NA,0.103,0.001,1.195,0.002,NA,NA,"unknown",9221,371,371,"yes",NA,"yes",NA,NA,"yes",NA
12242,326,"Event; actively forming",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56,0,0,"yes",NA,"yes",NA,NA,"yes",NA
12243,691,"MC-ICP-MS U/Th",5,3,NA,"calcite",90,160,128006,450,450,NA,NA,"no",1659.1,1,1574,35,NA,NA,2243,50,0.6962,1e-04,1.0067,0.001,8.155722928,4.077861464,"Cheng et al. 2013",127915,450,450,NA,NA,"yes","yes",NA,NA,NA
12244,691,"MC-ICP-MS U/Th",40,3,NA,"calcite",90,160,129431,403,403,NA,NA,"no",2398.9,1.3,12,38,NA,NA,439157,1404240,0.7051,8e-04,1.0127,0.001,8.155722928,4.077861464,"Cheng et al. 2013",129367,403,403,NA,NA,"yes","yes",NA,NA,NA
12245,691,"MC-ICP-MS U/Th",53,3,NA,"calcite",90,160,129822,643,643,NA,NA,"no",1759.5,1.7,223,30,NA,NA,17418,2364,0.7214,0.0017,1.0313,0.001,8.155722928,4.077861464,"Cheng et al. 2013",129754,643,643,NA,NA,"yes","yes",NA,NA,NA
12246,691,"MC-ICP-MS U/Th",68,3,NA,"calcite",90,160,219204,1605,1605,NA,NA,"no",157.7,0.1,13,39,NA,NA,34925,107918,0.9198,0.0018,1.0495,0.0011,8.155722928,4.077861464,"Cheng et al. 2013",219138,1605,1605,NA,NA,"yes","yes",NA,NA,NA
12247,691,"MC-ICP-MS U/Th",94,3,NA,"calcite",90,160,227686,1479,1479,NA,NA,"no",199.2,0.2,2137,32,NA,NA,287,4,1.0069,0.0016,1.1185,0.0011,8.155722928,4.077861464,"Cheng et al. 2013",227367,1481,1481,NA,NA,"yes","yes",NA,NA,NA
12248,691,"MC-ICP-MS U/Th",134,3,NA,"calcite",90,160,214283,1262,1262,NA,NA,"no",212.9,0.1,9,51,NA,NA,66376,364201,0.9497,0.0015,1.0837,0.0011,8.155722928,4.077861464,"Cheng et al. 2013",214218,1262,1262,NA,NA,"yes","yes",NA,NA,NA
12249,691,"MC-ICP-MS U/Th",142,3,NA,"calcite",90,160,217575,2292,2292,NA,NA,"no",287.9,0.03,785,49,NA,NA,1053,66,0.9389,0.0029,1.0692,0.0013,8.155722928,4.077861464,"Cheng et al. 2013",217441,2291,2291,NA,NA,"yes","yes",NA,NA,NA
12250,691,"MC-ICP-MS U/Th",163,3,NA,"calcite",90,160,329492,3677,3677,NA,NA,"no",450.2,0.03,55,37,NA,NA,24849,16628,0.9919,0.0012,1.0321,0.001,8.155722928,4.077861464,"Cheng et al. 2013",329425,3677,3677,NA,NA,"yes","yes",NA,NA,NA
12251,691,"MC-ICP-MS U/Th",211,3,NA,"calcite",90,160,341508,4319,4319,NA,NA,"no",507.7,0.4,64,32,NA,NA,24056,12242,0.9871,0.0012,1.024,0.001,8.155722928,4.077861464,"Cheng et al. 2013",341441,4319,4319,NA,NA,"yes","yes",NA,NA,NA
12252,691,"MC-ICP-MS U/Th",241,3,NA,"calcite",90,160,365922,5094,5094,NA,NA,"no",898.1,0.6,41,30,NA,NA,69397,51349,1.0328,0.0012,1.052,0.0011,8.155722928,4.077861464,"Cheng et al. 2013",365857,5094,5094,NA,NA,"yes","yes",NA,NA,NA
12253,691,"MC-ICP-MS U/Th",274,3,NA,"calcite",90,160,358193,4647,4647,NA,NA,"no",1931.1,1.4,14,31,NA,NA,448528,99140,1.0766,0.0013,1.088,0.0011,8.155722928,4.077861464,"Cheng et al. 2013",358129,4647,4647,NA,NA,"yes","yes",NA,NA,NA
12254,691,"MC-ICP-MS U/Th",308,3,NA,"calcite",90,160,334875,3689,3689,NA,NA,"no",3508.9,2.1,419,47,NA,NA,26783,3011,1.0458,0.0012,1.0725,0.0011,8.155722928,4.077861464,"Cheng et al. 2013",334808,3689,3689,NA,NA,"yes","yes",NA,NA,NA
12255,691,"MC-ICP-MS U/Th",327,3,NA,"calcite",90,160,317214,3391,3391,NA,NA,"no",2554,2.4,288,36,NA,NA,27888,3460,1.0296,0.0014,1.0672,0.0011,8.155722928,4.077861464,"Cheng et al. 2013",317148,3391,3391,NA,NA,"yes","yes",NA,NA,NA
12256,691,"MC-ICP-MS U/Th",338,3,NA,"calcite",90,160,339382,4074,4074,NA,NA,"no",2192.6,1.8,85128,58,NA,NA,82.1,0.1,1.0431,0.0014,1.0686,0.0011,8.155722928,4.077861464,"Cheng et al. 2013",338356,4067,4067,NA,NA,"yes","yes",NA,NA,NA
12257,691,"MC-ICP-MS U/Th",13,3,NA,"calcite",90,160,127923,406,406,NA,NA,"no",2056.2,1.3,39,30,NA,NA,114161,88617,0.7,0.008,1.0117,0.001,8.155722928,4.077861464,"Cheng et al. 2013",127859,406,406,NA,NA,"yes","yes",NA,NA,NA
12258,691,"MC-ICP-MS U/Th",44,3,NA,"calcite",90,160,128058,503,503,NA,NA,"no",1805.9,1.2,488,33,NA,NA,7962,545,0.7033,0.0012,1.0154,0.001,8.155722928,4.077861464,"Cheng et al. 2013",127986,503,503,NA,NA,"yes","yes",NA,NA,NA
12259,691,"MC-ICP-MS U/Th",83,3,NA,"calcite",90,160,226548,2169,2169,NA,NA,"no",259.4,0.2,86546,127,NA,NA,8.42,0.02,0.9192,0.0024,1.0404,0.001,8.155722928,4.077861464,"Cheng et al. 2013",217062,5036,5036,NA,NA,"yes","yes",NA,NA,NA
12260,691,"MC-ICP-MS U/Th",126,3,NA,"calcite",90,160,330702,3680,3680,NA,NA,"no",333.6,0.2,37035,53,NA,NA,27.57,0.05,1.0014,0.0012,1.0392,0.001,8.155722928,4.077861464,"Cheng et al. 2013",327658,3877,3877,NA,NA,"yes","yes",NA,NA,NA
12261,691,"Event; hiatus",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",NA,NA,NA
12262,691,"Event; hiatus",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes",NA,NA,NA
12263,548,"Event; actively forming",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56,1,1,NA,NA,NA,NA,NA,NA,NA
12264,423,"Event; end of laminations",33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42,0,0,NA,NA,NA,NA,NA,NA,NA
12265,692,"MC-ICP-MS U/Th",14,3,NA,"calcite",100,230,37148,144,144,NA,NA,"yes",775.204,0.422,2574.87,15.66,NA,NA,NA,NA,0.2914,0.0011,NA,NA,NA,NA,"Cheng et al. 2000",36648,159,159,NA,NA,NA,NA,NA,NA,NA
12266,692,"MC-ICP-MS U/Th",53,3,NA,"calcite",100,230,39247,190,190,NA,NA,"yes",260.535,0.163,490.28,1.92,NA,NA,NA,NA,0.3022,0.0014,NA,NA,NA,NA,"Cheng et al. 2000",38935,191,191,NA,NA,NA,NA,NA,NA,NA
12267,692,"MC-ICP-MS U/Th",84,3,NA,"calcite",100,230,42059,164,164,NA,NA,"yes",361.556,0.174,1420.42,19.16,NA,NA,NA,NA,0.3204,0.0012,NA,NA,NA,NA,"Cheng et al. 2000",41475,180,180,NA,NA,NA,NA,NA,NA,NA
12268,692,"MC-ICP-MS U/Th",101,3,NA,"calcite",100,230,42500,192,192,NA,NA,"yes",395.053,0.351,310.9,1.83,NA,NA,NA,NA,0.3261,0.0014,NA,NA,NA,NA,"Cheng et al. 2000",42333,191,191,NA,NA,NA,NA,NA,NA,NA
12269,692,"MC-ICP-MS U/Th",133,3,NA,"calcite",100,230,43035,164,164,NA,NA,"yes",624.8,0.29,271.15,6.8,NA,NA,NA,NA,0.3309,0.0013,NA,NA,NA,NA,"Cheng et al. 2000",42915,164,164,NA,NA,NA,NA,NA,NA,NA
12270,692,"MC-ICP-MS U/Th",167,3,NA,"calcite",100,230,44287,219,219,NA,NA,"yes",301.034,0.192,390.4,3.83,NA,NA,NA,NA,0.336,0.0015,NA,NA,NA,NA,"Cheng et al. 2000",44053,219,219,NA,NA,NA,NA,NA,NA,NA
12271,692,"MC-ICP-MS U/Th",193,3,NA,"calcite",100,230,44444,174,174,NA,NA,"yes",612.42,0.275,239.5,6.43,NA,NA,NA,NA,0.3395,0.0013,NA,NA,NA,NA,"Cheng et al. 2000",44330,174,174,NA,NA,NA,NA,NA,NA,NA
12272,692,"MC-ICP-MS U/Th",215,3,NA,"calcite",100,230,47031,206,206,NA,NA,"yes",330.759,0.2,552.51,30.88,NA,NA,NA,NA,0.3532,0.0014,NA,NA,NA,NA,"Cheng et al. 2000",46748,209,209,NA,NA,NA,NA,NA,NA,NA
12273,692,"MC-ICP-MS U/Th",225,3,NA,"calcite",100,230,48713,205,205,NA,NA,"yes",537.129,0.295,1247.14,13.98,NA,NA,NA,NA,0.3648,0.0014,NA,NA,NA,NA,"Cheng et al. 2000",48346,211,211,NA,NA,NA,NA,NA,NA,NA
12274,692,"MC-ICP-MS U/Th",228,3,NA,"calcite",100,230,50999,213,213,NA,NA,"yes",319.361,0.159,398.4,7.98,NA,NA,NA,NA,0.3762,0.0015,NA,NA,NA,NA,"Cheng et al. 2000",50772,215,215,NA,NA,NA,NA,NA,NA,NA
12275,692,"MC-ICP-MS U/Th",230,3,NA,"calcite",100,230,52327,269,269,NA,NA,"yes",300.241,0.191,837.65,32.96,NA,NA,NA,NA,0.384,0.0017,NA,NA,NA,NA,"Cheng et al. 2000",51896,274,274,NA,NA,NA,NA,NA,NA,NA
12276,692,"MC-ICP-MS U/Th",235,3,NA,"calcite",100,230,56846,276,276,NA,NA,"yes",224.135,0.122,249.98,22.51,NA,NA,NA,NA,0.4072,0.0017,NA,NA,NA,NA,"Cheng et al. 2000",56635,277,277,NA,NA,NA,NA,NA,NA,NA
12277,692,"MC-ICP-MS U/Th",240,3,NA,"calcite",100,230,57771,368,368,NA,NA,"yes",375.277,0.219,937.33,3.14,NA,NA,NA,NA,0.4202,0.0022,NA,NA,NA,NA,"Cheng et al. 2000",57385,371,371,NA,NA,NA,NA,NA,NA,NA
12278,692,"MC-ICP-MS U/Th",256,3,NA,"calcite",100,230,60592,295,295,NA,NA,"yes",209.07,0.104,690.67,18.99,NA,NA,NA,NA,0.4249,0.0017,NA,NA,NA,NA,"Cheng et al. 2000",60089,302,302,NA,NA,NA,NA,NA,NA,NA
12279,692,"MC-ICP-MS U/Th",272,3,NA,"calcite",100,230,62474,334,334,NA,NA,"yes",262.334,0.164,285.83,14.07,NA,NA,NA,NA,0.4445,0.002,NA,NA,NA,NA,"Cheng et al. 2000",62269,335,335,NA,NA,NA,NA,NA,NA,NA
12280,692,"MC-ICP-MS U/Th",288,3,NA,"calcite",100,230,63164,299,299,NA,NA,"yes",338.949,0.155,361.19,6.36,NA,NA,NA,NA,0.4485,0.0018,NA,NA,NA,NA,"Cheng et al. 2000",62962,300,300,NA,NA,NA,NA,NA,NA,NA
12281,692,"MC-ICP-MS U/Th",309,3,NA,"calcite",100,230,63540,277,277,NA,NA,"yes",535.342,0.255,672.13,10.01,NA,NA,NA,NA,0.4554,0.0018,NA,NA,NA,NA,"Cheng et al. 2000",63315,276,276,NA,NA,NA,NA,NA,NA,NA
12282,693,"MC-ICP-MS U/Th",3.5,NA,"Dim-E4_2023-0035","calcite",NA,NA,12720,80,80,NA,NA,"yes",0.262,2e-04,7810,15,NA,NA,15.36,0.09,0.1509,8e-04,1.3656,0.0011,NA,NA,"Cheng et al. 2013",12080,320,320,"yes","yes",NA,"yes",NA,"yes","yes"
12283,693,"MC-ICP-MS U/Th",40,NA,"Dim-E4_2023-0400","calcite",NA,NA,12090,120,120,NA,NA,"yes",0.2705,1e-04,340,3,NA,NA,346.19,4.29,0.145,0.0014,1.3768,0.0018,NA,NA,"Cheng et al. 2013",12070,120,120,"yes","yes",NA,"yes",NA,"yes","yes"
12284,693,"MC-ICP-MS U/Th",95,NA,"Dim-E4_2023-0950","calcite",NA,NA,12740,80,80,NA,NA,"yes",0.2262,1e-04,1990,4,NA,NA,51.32,0.3,0.1487,8e-04,1.3448,0.0015,NA,NA,"Cheng et al. 2013",12550,120,120,"yes","yes",NA,"yes",NA,"yes","yes"
12285,693,"MC-ICP-MS U/Th",164.5,NA,"Dim-E4_2023-1645","calcite",NA,NA,12960,90,90,NA,NA,"yes",0.2151,1e-04,1200,2,NA,NA,83.63,0.55,0.1544,0.001,1.3728,0.002,NA,NA,"Cheng et al. 2013",12840,110,110,"yes","yes",NA,"yes",NA,"yes","yes"
12286,693,"MC-ICP-MS U/Th",198,NA,"Dim-E4_2023-1980","calcite",NA,NA,13090,70,70,NA,NA,"yes",0.1969,1e-04,910,1,NA,NA,102.23,0.52,0.1561,8e-04,1.3749,0.0014,NA,NA,"Cheng et al. 2013",13000,80,80,"yes","yes",NA,"yes",NA,"yes","yes"
12287,693,"MC-ICP-MS U/Th",236,NA,"Dim-E4_2023-2360","calcite",NA,NA,14020,80,80,NA,NA,"yes",0.1867,1e-04,4930,5,NA,NA,18.9,0.1,0.1645,9e-04,1.358,0.0015,NA,NA,"Cheng et al. 2013",13450,290,290,"yes","yes",NA,"yes",NA,"yes","yes"
12288,693,"MC-ICP-MS U/Th",263.5,NA,"Dim-E4_2023-2635","calcite",NA,NA,14770,100,100,NA,NA,"yes",0.1886,1e-04,9550,21,NA,NA,10.24,0.07,0.1709,0.0011,1.3439,0.002,NA,NA,"Cheng et al. 2013",13660,540,540,"yes","yes",NA,"yes",NA,"yes","yes"
12289,693,"MC-ICP-MS U/Th",293,NA,"Dim-E4_2023-2930","calcite",NA,NA,14680,200,200,NA,NA,"yes",0.1402,1e-04,6950,18,NA,NA,11,0.14,0.1796,0.0022,1.4193,0.0019,NA,NA,"Cheng et al. 2013",13650,530,530,"yes","yes",NA,"yes",NA,"yes","yes"
12290,693,"MC-ICP-MS U/Th",360,NA,"Dim-E4_2023-3600","calcite",NA,NA,16240,190,190,NA,NA,"yes",0.1322,1e-04,10190,23,NA,NA,7.57,0.08,0.1924,0.0021,1.3841,0.0021,NA,NA,"Cheng et al. 2013",14590,810,810,"yes","yes",NA,"yes",NA,"yes","yes"
12291,693,"MC-ICP-MS U/Th",377,NA,"Dim-E4_2023-3770","calcite",NA,NA,15260,140,140,NA,NA,"yes",0.1545,0,6800,8,NA,NA,12.52,0.11,0.1817,0.0015,1.3851,0.0012,NA,NA,"Cheng et al. 2013",14320,470,470,"yes","yes",NA,"yes",NA,"yes","yes"
12292,694,"TIMS",19.1,NA,"Bt2-3a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,31.32,NA,0.103,0.00515,4.735,0.0156255,2.591257794,1.295628897,"Cheng et al. 2000",2245,130,130,NA,"yes",NA,NA,NA,"yes",NA
12293,694,"TIMS",48.5,NA,"Bt2-6a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,55.33,NA,0.246,0.0020664,4.281,0.0145554,2.591257794,1.295628897,"Cheng et al. 2000",6245,70,70,NA,"yes",NA,NA,NA,"yes",NA
12294,694,"TIMS",77.3,NA,"Bt2-9a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,55.64,NA,0.379,0.018192,4.634,0.0078778,2.591257794,1.295628897,"Cheng et al. 2000",9045,460,460,NA,"yes",NA,NA,NA,"yes",NA
12295,694,"TIMS",103.1,NA,"Bt2-11a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,117.96,NA,0.453,0.017667,4.466,0.0147378,2.591257794,1.295628897,"Cheng et al. 2000",11375,470,470,NA,"yes",NA,NA,NA,"yes",NA
12296,694,"TIMS",114.1,NA,"Bt2-12a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,106.28,NA,0.592,0.009472,4.606,0.0147392,2.591257794,1.295628897,"Cheng et al. 2000",14545,260,260,NA,"yes",NA,NA,NA,"yes",NA
12297,694,"TIMS",134,NA,"Bt2-14a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,123.87,NA,0.699,0.021669,4.331,0.0103944,2.591257794,1.295628897,"Cheng et al. 2000",18545,630,630,NA,"yes",NA,NA,NA,"yes",NA
12298,694,"TIMS",161.5,NA,"Bt2-17a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,293.43,NA,0.836,0.010032,4.208,0.0130448,2.591257794,1.295628897,"Cheng et al. 2000",23335,320,320,NA,"yes",NA,NA,NA,"yes",NA
12299,694,"TIMS",186.6,NA,"Bt2-19a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,201.41,NA,0.929,0.040876,3.943,0.0138005,2.591257794,1.295628897,"Cheng et al. 2000",28115,1380,1380,NA,"yes",NA,NA,NA,"yes",NA
12300,694,"TIMS",211.1,NA,"Bt2-21a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,247.77,NA,0.86,0.01118,3.28,0.010168,2.591257794,1.295628897,"Cheng et al. 2000",31775,489,489,NA,"yes",NA,NA,NA,"yes",NA
12301,694,"TIMS",236,NA,"Bt2-23a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,153.82,NA,1.18,0.04366,3.832,0.0103464,2.591257794,1.295628897,"Cheng et al. 2000",38005,1640,1640,NA,"yes",NA,NA,NA,"yes",NA
12302,694,"TIMS",281.2,NA,"Bt2-25a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,671.02,NA,1.178,0.04712,3.23,0.010659,2.591257794,1.295628897,"Cheng et al. 2000",46595,2230,2230,NA,"yes",NA,NA,NA,"yes",NA
12303,694,"TIMS",318.3,NA,"Bt2-27a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,659,NA,1.459,0.016049,3.165,0.017724,2.591257794,1.295628897,"Cheng et al. 2000",62145,990,990,NA,"yes",NA,NA,NA,"yes",NA
12304,694,"TIMS",356.2,NA,"Bt2-30a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,557.37,NA,1.681,0.0136161,3.424,0.0106144,2.591257794,1.295628897,"Cheng et al. 2000",67155,750,750,NA,"yes",NA,NA,NA,"yes",NA
12305,694,"TIMS",386.5,NA,"Bt2-32a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,379.69,NA,2.06,0.02472,3.839,0.0103653,2.591257794,1.295628897,"Cheng et al. 2000",75095,1240,1240,NA,"yes",NA,NA,NA,"yes",NA
12306,694,"TIMS",421.2,NA,"Bt2-34a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,841.73,NA,2.088,0.022968,3.714,0.0141132,2.591257794,1.295628897,"Cheng et al. 2000",80035,1280,1280,NA,"yes",NA,NA,NA,"yes",NA
12307,694,"TIMS",456.3,NA,"Bt2-36a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,759.79,NA,2.285,0.029705,3.967,0.0404634,2.591257794,1.295628897,"Cheng et al. 2000",82535,1910,1910,NA,"yes",NA,NA,NA,"yes",NA
12308,694,"TIMS",551.2,NA,"Bt2-40a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,450.15,NA,2.277,0.038709,3.64,0.033488,2.591257794,1.295628897,"Cheng et al. 2000",92735,2570,2570,NA,"yes",NA,NA,NA,"yes",NA
12309,694,"TIMS",608.2,NA,"Bt2-42b","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,884.2,NA,2.259,0.031626,3.348,0.0157356,2.591257794,1.295628897,"Cheng et al. 2000",103745,2300,2300,NA,"yes",NA,NA,NA,"yes",NA
12310,694,"TIMS",653,NA,"Bt2-44a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,587.54,NA,2.358,0.0219294,3.352,0.0298328,2.591257794,1.295628897,"Cheng et al. 2000",110615,2210,2210,NA,"yes",NA,NA,NA,"yes",NA
12311,694,"TIMS",686.6,NA,"Bt2-46a","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,427.26,NA,2.246,0.062888,3.124,0.0153076,2.591257794,1.295628897,"Cheng et al. 2000",114905,5100,5100,NA,"yes",NA,NA,NA,"yes",NA
12312,694,"Event; actively forming",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50,0,0,NA,"yes",NA,NA,NA,"yes",NA
12313,695,"MC-ICP-MS U/Th",0.3885,NA,"UMD120912-340","calcite",3.16,3.16,3304.2,154.733,154.733,NA,NA,"yes",1227.21838424953,NA,NA,NA,NA,NA,125.594406914467,NA,0.0196149106547724,0.000889263571467766,0.658438981443015,0.000904326441116157,14,9,"Cheng et al. 2013",2940.24,279.529,279.529,NA,"yes",NA,"yes",NA,NA,"yes"
12314,695,"MC-ICP-MS U/Th",1.1655,NA,"UMD120723-244","calcite",2,2,5362.53,231.45,231.45,NA,NA,"yes",1033.98228376882,NA,NA,NA,NA,NA,175.653469020207,NA,0.0317768621009928,0.00129014630519386,0.665250457465929,0.00612383584016334,14,9,"Cheng et al. 2013",4944.54,353.328,353.328,NA,"yes",NA,"yes",NA,NA,"yes"
12315,695,"MC-ICP-MS U/Th",1.9425,NA,"UMD120723-301","calcite",1.8,1.8,7552.36,180.598,180.598,NA,NA,"yes",1273.34665512989,NA,NA,NA,NA,NA,374.32171091416,NA,0.044347524171327,0.00100263195563058,0.665598811336903,0.00274126437808636,14,9,"Cheng et al. 2013",7278.87,253.631,253.631,NA,"yes",NA,"yes",NA,NA,"yes"
12316,695,"MC-ICP-MS U/Th",2,NA,"UMA01903  Dec-2007","calcite",3.5,3.5,10073.764815539,193.23480662481,193.23480662481,NA,NA,"yes",1167.70087237653,NA,NA,NA,NA,NA,188.890258215603,NA,0.058761624548418,0.00109193824968564,0.668895501591034,0.00229596243308316,14,9,"Cheng et al. 2013",10001.4,217.2,217.2,NA,"yes",NA,"yes",NA,NA,"yes"
12317,695,"MC-ICP-MS U/Th",2.7195,NA,"UMD120723-306","calcite",2.1,2.1,13500.7,310.56,310.56,NA,NA,"yes",1129.95408424172,NA,NA,NA,NA,NA,782.269628374983,NA,0.0769018706031867,0.00158481107847859,0.666721592551432,0.00331977791634438,14,9,"Cheng et al. 2013",13272.5,345.698,345.698,NA,"yes",NA,"yes",NA,NA,"yes"
12318,695,"MC-ICP-MS U/Th",3.4965,NA,"UMD120723-403","calcite",2.4,2.4,14339.9,260.134,260.134,NA,NA,"yes",1111.96402231872,NA,NA,NA,NA,NA,219.468141707643,NA,0.0824773693821663,0.00132808343558242,0.675977767095512,0.00373789437135473,14,9,"Cheng et al. 2013",13476.3,617.252,617.252,NA,"yes",NA,"yes",NA,NA,"yes"
